Agency,Driver Area,Race,Year,Agency Type,type,statistic
Burlington Police,Burlington, Asian,2017,police,Ticket Counts,29
Burlington Police,Burlington, Hispanic,2017,police,Ticket Counts,14
Burlington Police,Burlington, White,2018,police,Ticket Counts,367
Burlington Police,Burlington, Black,2018,police,Ticket Counts,53
Burlington Police,Burlington, Asian,2018,police,Ticket Counts,20
Burlington Police,Burlington, Hispanic,2018,police,Ticket Counts,7
Burlington Police,Burlington, White,2019,police,Ticket Counts,248
Burlington Police,Burlington, Black,2019,police,Ticket Counts,38
Burlington Police,Burlington, Asian,2019,police,Ticket Counts,15
Burlington Police,Burlington, Hispanic,2019,police,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, White,2015,sheriff,Ticket Counts,99
Caledonia County Sheriff,Caledonia County, Black,2015,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2015,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, Hispanic,2015,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, White,2016,sheriff,Ticket Counts,269
Caledonia County Sheriff,Caledonia County, Black,2016,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2016,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, White,2017,sheriff,Ticket Counts,362
Caledonia County Sheriff,Caledonia County, Black,2017,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2017,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, White,2018,sheriff,Ticket Counts,158
Caledonia County Sheriff,Caledonia County, Black,2018,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2018,sheriff,Ticket Counts,0
Caledonia County Sheriff,Caledonia County, Hispanic,2018,sheriff,Ticket Counts,0
Castleton Police,Castleton, White,2016,police,Ticket Counts,474
Castleton Police,Castleton, Black,2016,police,Ticket Counts,0
Castleton Police,Castleton, Asian,2016,police,Ticket Counts,0
Castleton Police,Castleton, Hispanic,2016,police,Ticket Counts,0
Castleton Police,Castleton, White,2017,police,Ticket Counts,910
Castleton Police,Castleton, Black,2017,police,Ticket Counts,0
Castleton Police,Castleton, Asian,2017,police,Ticket Counts,0
Castleton Police,Castleton, Hispanic,2017,police,Ticket Counts,0
Castleton Police,Castleton, White,2018,police,Ticket Counts,167
Castleton Police,Castleton, Black,2018,police,Ticket Counts,2
Castleton Police,Castleton, Asian,2018,police,Ticket Counts,0
Castleton Police,Castleton, Hispanic,2018,police,Ticket Counts,0
Chester Police,Chester, White,2016,police,Ticket Counts,35
Chester Police,Chester, Black,2016,police,Ticket Counts,0
Chester Police,Chester, Asian,2016,police,Ticket Counts,0
Chester Police,Chester, White,2017,police,Ticket Counts,344
Chester Police,Chester, Black,2017,police,Ticket Counts,0
Chester Police,Chester, Asian,2017,police,Ticket Counts,0
Chester Police,Chester, Hispanic,2017,police,Ticket Counts,0
Chester Police,Chester, White,2018,police,Ticket Counts,348
Chester Police,Chester, Black,2018,police,Ticket Counts,0
Chester Police,Chester, Asian,2018,police,Ticket Counts,0
Chester Police,Chester, Hispanic,2018,police,Ticket Counts,0
Chittenden County Sheriff,Chittenden County, White,2015,sheriff,Ticket Counts,966
Chittenden County Sheriff,Chittenden County, Black,2015,sheriff,Ticket Counts,14
Chittenden County Sheriff,Chittenden County, Asian,2015,sheriff,Ticket Counts,9
Chittenden County Sheriff,Chittenden County, White,2016,sheriff,Ticket Counts,1227
Chittenden County Sheriff,Chittenden County, Black,2016,sheriff,Ticket Counts,36
Chittenden County Sheriff,Chittenden County, Asian,2016,sheriff,Ticket Counts,14
Chittenden County Sheriff,Chittenden County, White,2017,sheriff,Ticket Counts,801
Chittenden County Sheriff,Chittenden County, Black,2017,sheriff,Ticket Counts,26
Chittenden County Sheriff,Chittenden County, Asian,2017,sheriff,Ticket Counts,13
Chittenden County Sheriff,Chittenden County, White,2018,sheriff,Ticket Counts,1112
Chittenden County Sheriff,Chittenden County, Black,2018,sheriff,Ticket Counts,28
Chittenden County Sheriff,Chittenden County, Asian,2018,sheriff,Ticket Counts,15
Chittenden County Sheriff,Chittenden County, Hispanic,2018,sheriff,Ticket Counts,15
Colchester Police,Colchester, White,2014,police,Ticket Counts,1073
Colchester Police,Colchester, Black,2014,police,Ticket Counts,36
Colchester Police,Colchester, Asian,2014,police,Ticket Counts,16
Colchester Police,Colchester, Hispanic,2014,police,Ticket Counts,0
Colchester Police,Colchester, White,2015,police,Ticket Counts,1171
Colchester Police,Colchester, Black,2015,police,Ticket Counts,43
Colchester Police,Colchester, Asian,2015,police,Ticket Counts,25
Colchester Police,Colchester, Hispanic,2015,police,Ticket Counts,6
Colchester Police,Colchester, White,2016,police,Ticket Counts,781
Colchester Police,Colchester, Black,2016,police,Ticket Counts,21
Colchester Police,Colchester, Asian,2016,police,Ticket Counts,20
Colchester Police,Colchester, Hispanic,2016,police,Ticket Counts,0
Colchester Police,Colchester, White,2017,police,Ticket Counts,668
Colchester Police,Colchester, Black,2017,police,Ticket Counts,34
Colchester Police,Colchester, Asian,2017,police,Ticket Counts,8
Colchester Police,Colchester, Hispanic,2017,police,Ticket Counts,0
Colchester Police,Colchester, White,2018,police,Ticket Counts,1153
Colchester Police,Colchester, Black,2018,police,Ticket Counts,77
Colchester Police,Colchester, Asian,2018,police,Ticket Counts,24
Colchester Police,Colchester, Hispanic,2018,police,Ticket Counts,0
Colchester Police,Colchester, White,2019,police,Ticket Counts,685
Colchester Police,Colchester, Black,2019,police,Ticket Counts,56
Colchester Police,Colchester, Asian,2019,police,Ticket Counts,14
Colchester Police,Colchester, Hispanic,2019,police,Ticket Counts,0
Dover Police,Dover, White,2015,police,Ticket Counts,31
Dover Police,Dover, Black,2015,police,Ticket Counts,0
Dover Police,Dover, Asian,2015,police,Ticket Counts,0
Dover Police,Dover, Hispanic,2015,police,Ticket Counts,0
Dover Police,Dover, White,2016,police,Ticket Counts,94
Dover Police,Dover, Black,2016,police,Ticket Counts,0
Dover Police,Dover, Asian,2016,police,Ticket Counts,0
Dover Police,Dover, Hispanic,2016,police,Ticket Counts,0
Dover Police,Dover, White,2017,police,Ticket Counts,106
Dover Police,Dover, Black,2017,police,Ticket Counts,0
Dover Police,Dover, Asian,2017,police,Ticket Counts,0
Dover Police,Dover, Hispanic,2017,police,Ticket Counts,0
Dover Police,Dover, White,2018,police,Ticket Counts,130
Dover Police,Dover, Black,2018,police,Ticket Counts,0
Dover Police,Dover, Asian,2018,police,Ticket Counts,0
Dover Police,Dover, Hispanic,2018,police,Ticket Counts,0
Essex Police,Essex, White,2014,police,Ticket Counts,187
Essex Police,Essex, Black,2014,police,Ticket Counts,5
Essex Police,Essex, Asian,2014,police,Ticket Counts,0
Essex Police,Essex, Hispanic,2014,police,Ticket Counts,0
Essex Police,Essex, White,2015,police,Ticket Counts,718
Essex Police,Essex, Black,2015,police,Ticket Counts,26
Essex Police,Essex, Asian,2015,police,Ticket Counts,21
Essex Police,Essex, Hispanic,2015,police,Ticket Counts,9
Essex Police,Essex, White,2016,police,Ticket Counts,892
Essex Police,Essex, Black,2016,police,Ticket Counts,42
Essex Police,Essex, Asian,2016,police,Ticket Counts,26
Essex Police,Essex, Hispanic,2016,police,Ticket Counts,15
Essex Police,Essex, White,2017,police,Ticket Counts,569
Essex Police,Essex, Black,2017,police,Ticket Counts,39
Essex Police,Essex, Asian,2017,police,Ticket Counts,20
Essex Police,Essex, Hispanic,2017,police,Ticket Counts,5
Essex Police,Essex, White,2018,police,Ticket Counts,1003
Essex Police,Essex, Black,2018,police,Ticket Counts,51
Essex Police,Essex, Asian,2018,police,Ticket Counts,29
Essex Police,Essex, Hispanic,2018,police,Ticket Counts,14
Essex Police,Essex, White,2019,police,Ticket Counts,1432
Essex Police,Essex, Black,2019,police,Ticket Counts,77
Essex Police,Essex, Asian,2019,police,Ticket Counts,38
Essex Police,Essex, Hispanic,2019,police,Ticket Counts,21
Fair Haven Police,Fair Haven, White,2015,police,Ticket Counts,163
Fair Haven Police,Fair Haven, Black,2015,police,Ticket Counts,0
Fair Haven Police,Fair Haven, Asian,2015,police,Ticket Counts,0
Fair Haven Police,Fair Haven, White,2017,police,Ticket Counts,1198
Fair Haven Police,Fair Haven, Black,2017,police,Ticket Counts,23
Fair Haven Police,Fair Haven, Asian,2017,police,Ticket Counts,0
Fair Haven Police,Fair Haven, Hispanic,2017,police,Ticket Counts,0
Fair Haven Police,Fair Haven, White,2018,police,Ticket Counts,309
Fair Haven Police,Fair Haven, Black,2018,police,Ticket Counts,0
Fair Haven Police,Fair Haven, Asian,2018,police,Ticket Counts,0
Fair Haven Police,Fair Haven, Hispanic,2018,police,Ticket Counts,0
Fairlee Police,Fairlee, White,2015,police,Ticket Counts,13
Fairlee Police,Fairlee, Black,2015,police,Ticket Counts,0
Fairlee Police,Fairlee, Hispanic,2015,police,Ticket Counts,0
Fairlee Police,Fairlee, White,2017,police,Ticket Counts,22
Fairlee Police,Fairlee, White,2018,police,Ticket Counts,8
Fairlee Police,Fairlee, Hispanic,2018,police,Ticket Counts,0
Franklin County Sheriff,Franklin County, White,2017,sheriff,Ticket Counts,549
Franklin County Sheriff,Franklin County, Black,2017,sheriff,Ticket Counts,0
Franklin County Sheriff,Franklin County, Asian,2017,sheriff,Ticket Counts,0
Franklin County Sheriff,Franklin County, White,2018,sheriff,Ticket Counts,497
Franklin County Sheriff,Franklin County, Black,2018,sheriff,Ticket Counts,0
Franklin County Sheriff,Franklin County, Asian,2018,sheriff,Ticket Counts,0
Franklin County Sheriff,Franklin County, Hispanic,2018,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, White,2014,sheriff,Ticket Counts,135
Grand Isle Sheriff,Grand Isle County, Black,2014,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, Asian,2014,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2014,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, White,2015,sheriff,Ticket Counts,404
Grand Isle Sheriff,Grand Isle County, Black,2015,sheriff,Ticket Counts,7
Grand Isle Sheriff,Grand Isle County, Asian,2015,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2015,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, White,2016,sheriff,Ticket Counts,112
Grand Isle Sheriff,Grand Isle County, Black,2016,sheriff,Ticket Counts,6
Grand Isle Sheriff,Grand Isle County, Asian,2016,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2016,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, White,2017,sheriff,Ticket Counts,306
Grand Isle Sheriff,Grand Isle County, Black,2017,sheriff,Ticket Counts,4
Grand Isle Sheriff,Grand Isle County, Asian,2017,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2017,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, White,2018,sheriff,Ticket Counts,410
Grand Isle Sheriff,Grand Isle County, Black,2018,sheriff,Ticket Counts,12
Grand Isle Sheriff,Grand Isle County, Asian,2018,sheriff,Ticket Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2018,sheriff,Ticket Counts,0
Hardwick Police,Hardwick, White,2015,police,Ticket Counts,68
Hardwick Police,Hardwick, Black,2015,police,Ticket Counts,0
Hardwick Police,Hardwick, Asian,2015,police,Ticket Counts,0
Hardwick Police,Hardwick, Hispanic,2015,police,Ticket Counts,0
Hardwick Police,Hardwick, White,2016,police,Ticket Counts,199
Hardwick Police,Hardwick, Black,2016,police,Ticket Counts,0
Hardwick Police,Hardwick, Asian,2016,police,Ticket Counts,0
Hardwick Police,Hardwick, Hispanic,2016,police,Ticket Counts,0
Hardwick Police,Hardwick, White,2017,police,Ticket Counts,126
Hardwick Police,Hardwick, Black,2017,police,Ticket Counts,0
Hardwick Police,Hardwick, Asian,2017,police,Ticket Counts,0
Hardwick Police,Hardwick, White,2018,police,Ticket Counts,75
Hardwick Police,Hardwick, Black,2018,police,Ticket Counts,0
Hartford Police,Hartford, White,2015,police,Ticket Counts,12
Hartford Police,Hartford, Black,2015,police,Ticket Counts,0
Hartford Police,Hartford, Asian,2015,police,Ticket Counts,0
Hartford Police,Hartford, Hispanic,2015,police,Ticket Counts,0
Hartford Police,Hartford, White,2016,police,Ticket Counts,166
Hartford Police,Hartford, Black,2016,police,Ticket Counts,4
Hartford Police,Hartford, Asian,2016,police,Ticket Counts,0
Hartford Police,Hartford, Hispanic,2016,police,Ticket Counts,0
Hartford Police,Hartford, White,2017,police,Ticket Counts,411
Hartford Police,Hartford, Black,2017,police,Ticket Counts,17
Hartford Police,Hartford, Asian,2017,police,Ticket Counts,16
Hartford Police,Hartford, Hispanic,2017,police,Ticket Counts,11
Hartford Police,Hartford, White,2018,police,Ticket Counts,336
Hartford Police,Hartford, Black,2018,police,Ticket Counts,17
Hartford Police,Hartford, Asian,2018,police,Ticket Counts,17
Hartford Police,Hartford, Hispanic,2018,police,Ticket Counts,14
Hinesburg Police,Hinesburg, White,2014,police,Ticket Counts,162
Hinesburg Police,Hinesburg, Black,2014,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Asian,2014,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Hispanic,2014,police,Ticket Counts,0
Hinesburg Police,Hinesburg, White,2015,police,Ticket Counts,334
Hinesburg Police,Hinesburg, Black,2015,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Asian,2015,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Hispanic,2015,police,Ticket Counts,0
Hinesburg Police,Hinesburg, White,2016,police,Ticket Counts,71
Hinesburg Police,Hinesburg, Black,2016,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Hispanic,2016,police,Ticket Counts,0
Hinesburg Police,Hinesburg, White,2017,police,Ticket Counts,849
Hinesburg Police,Hinesburg, Black,2017,police,Ticket Counts,16
Hinesburg Police,Hinesburg, Asian,2017,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Hispanic,2017,police,Ticket Counts,0
Hinesburg Police,Hinesburg, White,2018,police,Ticket Counts,753
Hinesburg Police,Hinesburg, Black,2018,police,Ticket Counts,14
Hinesburg Police,Hinesburg, Asian,2018,police,Ticket Counts,0
Hinesburg Police,Hinesburg, Hispanic,2018,police,Ticket Counts,0
Killington Police,Killington, White,2015,police,Ticket Counts,22
Killington Police,Killington, Asian,2015,police,Ticket Counts,0
Killington Police,Killington, Hispanic,2015,police,Ticket Counts,0
Killington Police,Killington, White,2016,police,Ticket Counts,118
Killington Police,Killington, Black,2016,police,Ticket Counts,0
Killington Police,Killington, Asian,2016,police,Ticket Counts,0
Killington Police,Killington, Hispanic,2016,police,Ticket Counts,0
Killington Police,Killington, White,2017,police,Ticket Counts,276
Killington Police,Killington, Black,2017,police,Ticket Counts,0
Killington Police,Killington, Asian,2017,police,Ticket Counts,0
Killington Police,Killington, Hispanic,2017,police,Ticket Counts,0
Killington Police,Killington, White,2018,police,Ticket Counts,342
Killington Police,Killington, Black,2018,police,Ticket Counts,0
Killington Police,Killington, Asian,2018,police,Ticket Counts,0
Killington Police,Killington, Hispanic,2018,police,Ticket Counts,0
Lamoille County Sheriff,Lamoille County, White,2018,sheriff,Ticket Counts,497
Lamoille County Sheriff,Lamoille County, Black,2018,sheriff,Ticket Counts,16
Lamoille County Sheriff,Lamoille County, Asian,2018,sheriff,Ticket Counts,0
Lamoille County Sheriff,Lamoille County, Hispanic,2018,sheriff,Ticket Counts,0
Ludlow Police,Ludlow, White,2017,police,Ticket Counts,0
Lyndon Police,Lyndon, White,2017,police,Ticket Counts,28
Lyndon Police,Lyndon, Black,2017,police,Ticket Counts,0
Lyndon Police,Lyndon, White,2018,police,Ticket Counts,37
Lyndon Police,Lyndon, Black,2018,police,Ticket Counts,0
Lyndon Police,Lyndon, Asian,2018,police,Ticket Counts,0
Lyndon Police,Lyndon, Hispanic,2018,police,Ticket Counts,0
Manchester Police,Manchester, White,2014,police,Ticket Counts,43
Manchester Police,Manchester, Black,2014,police,Ticket Counts,0
Manchester Police,Manchester, Asian,2014,police,Ticket Counts,0
Manchester Police,Manchester, Hispanic,2014,police,Ticket Counts,0
Manchester Police,Manchester, White,2015,police,Ticket Counts,161
Manchester Police,Manchester, Black,2015,police,Ticket Counts,7
Manchester Police,Manchester, Asian,2015,police,Ticket Counts,0
Manchester Police,Manchester, Hispanic,2015,police,Ticket Counts,0
Manchester Police,Manchester, White,2016,police,Ticket Counts,123
Manchester Police,Manchester, Black,2016,police,Ticket Counts,7
Manchester Police,Manchester, Asian,2016,police,Ticket Counts,0
Manchester Police,Manchester, Hispanic,2016,police,Ticket Counts,0
Manchester Police,Manchester, White,2018,police,Ticket Counts,188
Manchester Police,Manchester, Black,2018,police,Ticket Counts,0
Manchester Police,Manchester, Asian,2018,police,Ticket Counts,0
Manchester Police,Manchester, Hispanic,2018,police,Ticket Counts,0
Middlebury Police,Middlebury, White,2014,police,Ticket Counts,48
Middlebury Police,Middlebury, Black,2014,police,Ticket Counts,0
Middlebury Police,Middlebury, Asian,2014,police,Ticket Counts,0
